Gold,Level,Minions,Jungle_minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Sight_wards,Control_wards,Gold_diff,Win
28390,9.4,377,126,12,10,8,9,2,1,0,22,8,5171,1
24996,8.6,364,68,9,8,12,4,0,1,0,22,8,-3068,0
28064,9,384,82,12,9,9,6,1,0,0,19,2,3068,1
27269,9,323,96,14,13,14,6,0,0,0,22,6,377,1
26892,8.6,310,88,14,11,14,2,0,1,0,19,4,-377,0
31720,8.8,339,57,23,39,11,8,2,0,0,23,9,7431,1
24289,8.6,291,87,11,20,23,3,0,1,0,21,3,-7431,0
24824,8.6,371,82,7,7,12,1,0,0,0,18,5,-3599,0
28423,9.2,346,88,12,14,7,6,1,1,0,22,4,3599,1
23551,8.6,252,68,9,9,19,4,1,1,0,23,7,-8809,0
32360,9.4,394,91,19,12,9,6,3,0,0,17,8,8809,1
23047,9,341,75,7,2,16,0,0,0,0,20,3,-7223,0
30270,9.2,385,92,16,14,7,9,3,0,0,17,1,7223,1
28811,9,326,91,18,21,16,4,0,1,0,21,6,-1538,0
30349,9,349,100,16,19,18,6,1,0,0,20,4,1538,1
26023,8.6,282,72,14,17,16,2,1,1,0,21,5,-3003,0
29026,8.6,344,60,16,16,14,9,2,0,0,21,12,3003,1
25231,8.6,335,84,9,17,18,2,0,0,0,22,8,-4949,0
30180,8.6,373,74,18,14,9,8,1,1,0,22,6,4949,1
23188,8.8,320,81,7,8,13,1,0,0,0,19,5,-3980,0
27168,9.4,365,85,13,13,7,7,0,1,0,18,4,3980,1
28159,9,336,70,15,22,12,6,1,0,0,16,6,347,0
27812,9,359,86,12,10,15,7,1,1,0,23,3,-347,1
28175,8.4,287,63,18,22,18,3,1,1,0,24,9,-1332,1
29507,9,318,95,18,17,18,6,1,0,0,24,3,1332,0
27554,8.8,275,60,15,23,17,4,1,0,0,20,3,-2167,0
29721,9.2,346,87,17,22,15,7,2,2,0,26,5,2167,1
24694,8.4,287,74,10,10,18,3,0,1,0,21,4,-3631,0
28325,9.2,361,78,18,16,10,5,0,0,0,22,8,3631,1
22146,8.8,330,58,6,4,13,0,0,0,0,13,5,-5928,0
28074,9.4,368,126,13,10,6,4,1,1,0,23,6,5928,1
28800,9.4,370,88,18,7,7,8,1,2,0,13,7,4179,1
24621,8.8,345,87,7,8,18,1,0,0,0,19,3,-4179,0
25111,8.2,301,75,13,10,23,6,0,0,0,17,3,-5941,0
31052,9,297,93,23,21,13,7,2,1,0,23,5,5941,1
26767,8.2,230,64,17,28,27,0,0,0,0,19,1,-8219,0
34986,9.4,327,100,27,27,17,7,3,1,0,23,5,8219,1
26071,8.8,320,80,13,13,14,2,0,2,0,23,7,-4050,0
30121,8.8,373,79,14,26,13,5,2,0,0,24,4,4050,1
22996,8.4,290,90,8,12,13,0,0,0,0,22,3,-2697,0
25693,9,342,83,13,15,8,0,0,1,0,23,5,2697,1
32336,9.4,302,106,25,30,12,8,1,1,0,22,4,6001,1
26335,8.4,313,50,12,18,25,4,0,1,0,19,3,-6001,0
25623,8.2,334,74,11,15,18,4,1,0,0,23,5,-4139,0
29762,8.8,336,72,18,18,11,6,1,1,0,19,4,4139,1
26505,9,313,95,15,14,19,3,0,2,0,22,4,-4438,1
30943,9.2,339,82,19,17,15,5,1,0,0,22,10,4438,0
29774,9.2,342,92,18,18,12,9,2,2,0,20,8,4201,1
25573,8.4,333,64,12,16,18,3,0,0,0,17,2,-4201,0
26204,8.8,352,84,12,15,14,3,0,2,0,16,10,-976,0
27180,8.8,322,96,14,20,12,5,1,0,0,24,10,976,1
24304,8.6,397,83,5,9,13,0,0,0,0,23,7,-2390,0
26694,9.2,373,74,13,17,5,1,0,1,0,21,6,2390,1
25791,8.6,344,68,13,11,8,5,0,0,0,23,6,3036,0
22755,8.2,322,61,8,9,13,0,0,2,0,25,6,-3036,1
24709,9,332,86,11,18,7,3,0,1,0,22,6,1762,1
22947,8.4,338,73,7,7,11,0,0,0,0,20,7,-1762,0
29752,9.2,375,87,16,16,9,10,2,1,0,22,9,4859,1
24893,8.6,304,98,9,14,16,0,0,0,0,25,7,-4859,0
23331,9,381,84,5,6,5,2,0,0,0,21,3,-28,0
23359,9,384,94,5,10,5,2,0,2,0,24,7,28,1
21732,8.4,279,86,4,2,17,2,0,0,0,13,2,-10392,0
32124,9.6,378,112,17,13,4,12,5,2,0,22,3,10392,1
26314,8.8,378,68,9,12,11,4,1,0,0,26,5,-1249,0
27563,8.8,346,101,11,20,9,4,0,1,0,21,4,1249,1
22771,8.6,366,73,6,5,9,1,0,1,0,22,8,-1807,1
24578,9,368,91,9,8,6,1,0,1,0,21,7,1807,0
23057,8.2,309,71,8,5,21,2,0,1,0,22,6,-7499,0
30556,9.8,352,97,21,19,8,5,2,1,0,23,6,7499,1
22782,8.6,341,85,5,3,20,3,0,1,0,24,5,-7785,0
30567,9.6,389,70,20,16,5,6,1,1,0,22,9,7785,1
25850,8.6,333,77,12,12,12,3,0,0,0,19,3,262,1
25588,8.8,351,67,12,11,12,5,0,2,0,17,7,-262,0
23215,8.4,337,65,8,9,16,0,0,0,0,22,6,-7247,0
30462,9.2,368,82,16,20,8,10,3,1,0,23,6,7247,1
25463,8.8,307,78,11,9,15,5,1,0,0,21,3,-1553,0
27016,9.6,363,102,15,11,11,4,0,2,0,18,6,1553,1
27804,9,331,88,16,23,12,1,0,2,0,19,8,2198,1
25606,8.4,330,74,12,17,16,2,0,0,0,20,8,-2198,0
23554,8.6,335,56,10,8,15,2,0,1,0,19,7,-4780,0
28334,9,363,86,15,16,10,4,1,1,0,22,5,4780,1
27190,8.6,312,91,14,19,18,2,0,0,0,23,10,-2955,0
30145,9,339,92,18,22,14,5,1,1,0,24,10,2955,1
26594,9.2,379,78,13,16,8,2,0,1,0,25,6,1103,1
25491,8.8,398,80,8,13,13,1,0,0,0,21,6,-1103,0
28163,9.2,344,80,14,7,17,4,1,0,0,22,4,151,0
28012,8.6,338,71,17,20,14,3,0,1,0,22,8,-151,1
25246,9,345,99,9,18,12,1,0,1,0,22,9,-778,0
26024,9,382,70,12,16,9,2,0,0,0,23,10,778,1
25142,8.6,384,82,5,4,6,8,2,1,0,26,4,2597,0
22545,8.6,365,61,6,7,5,2,0,0,0,20,8,-2597,1
24176,8.8,356,84,8,12,4,1,0,1,0,23,9,1357,0
22819,9,405,81,4,3,8,3,0,1,0,18,10,-1357,1
26481,9,340,87,14,8,7,5,1,0,0,19,5,3689,1
22792,8.6,329,72,7,6,14,3,0,1,0,23,5,-3689,0
32238,9.8,344,102,22,18,8,7,3,0,0,21,7,9402,1
22836,8.6,319,80,8,2,22,2,0,1,0,24,0,-9402,0
28356,9,296,91,16,15,11,7,1,0,0,22,4,2904,1
25452,8.8,366,72,11,6,16,1,0,1,0,23,4,-2904,0
28968,8.8,336,80,16,14,12,4,1,0,0,25,5,3376,1
25592,8.6,299,88,12,12,16,5,1,1,0,22,6,-3376,0
25564,8.8,273,65,13,9,22,2,0,0,0,23,2,-4940,0
30504,9.6,372,74,22,17,13,5,1,1,0,25,7,4940,1
30684,9.2,353,100,21,21,15,1,1,0,0,21,7,3119,1
27565,8.6,337,63,15,20,21,2,0,1,0,21,13,-3119,0
27877,9.2,384,89,11,19,14,4,1,0,0,20,9,54,0
27823,9,353,110,14,18,11,2,0,2,0,17,5,-54,1
29105,9.8,371,84,16,12,6,7,1,1,0,22,6,5895,1
23210,8.6,362,94,6,4,16,2,0,0,0,20,3,-5895,0
24202,9,377,78,8,9,11,1,0,1,0,26,4,-2545,0
26747,9.2,355,100,11,10,8,8,1,0,0,19,6,2545,1
23575,9,354,96,6,8,12,4,0,0,0,20,3,-1712,0
25287,9,371,79,12,8,6,2,0,1,0,24,2,1712,1
25007,8.8,345,81,8,6,16,3,1,0,0,27,5,-2657,1
27664,9,350,77,16,15,8,4,0,1,0,21,4,2657,0
26684,9,368,88,9,10,9,9,2,0,0,19,4,1198,0
25486,9.2,379,80,9,12,9,5,0,1,0,21,4,-1198,1
26396,8.6,359,87,11,13,10,3,0,0,0,18,7,964,0
25432,8.8,334,100,10,17,11,4,0,1,0,23,4,-964,1
23900,8.8,383,101,6,8,9,4,0,0,0,20,9,-1448,0
25348,9.2,396,77,9,9,6,3,0,2,0,20,3,1448,1
28569,8.8,319,84,17,21,12,7,1,0,0,28,7,2635,1
25934,8.6,293,87,12,15,17,4,0,1,0,21,1,-2635,0
31414,9.6,356,79,20,21,16,8,1,1,0,17,5,5299,1
26115,8.6,346,72,16,10,20,2,0,0,0,22,6,-5299,0
28009,9.2,403,88,10,7,7,8,1,0,0,20,7,4824,1
23185,8.8,348,79,7,5,10,1,0,1,0,20,4,-4824,0
24736,8.8,351,87,9,11,15,1,0,0,0,24,5,-2293,0
27029,9.2,326,82,15,15,9,3,0,1,0,21,5,2293,1
31921,9.4,366,96,22,29,11,6,2,1,0,24,9,5263,1
26658,8.8,316,70,11,13,22,4,1,0,0,18,6,-5263,0
22661,8.6,362,60,7,8,14,0,0,0,0,26,7,-5954,0
28615,9.4,377,114,14,14,7,4,1,1,0,22,9,5954,1
24666,9.2,369,91,8,7,7,2,0,0,0,15,7,229,1
24437,9,378,106,7,6,8,2,0,2,0,20,7,-229,0
26194,8.6,347,66,13,23,10,3,0,1,0,26,7,1318,0
24876,8.8,336,70,10,16,13,3,0,0,0,23,6,-1318,1
25392,8.8,369,90,8,7,6,6,1,1,0,22,4,2746,1
22646,8.6,330,92,6,7,8,2,0,0,0,24,2,-2746,0
29353,9,361,80,17,18,6,7,1,1,0,26,6,6619,1
22734,8.2,348,64,6,5,17,2,0,0,0,18,8,-6619,0
25695,8.8,346,101,9,15,14,4,0,1,0,27,5,-2817,0
28512,8.8,360,82,14,23,9,6,1,1,0,19,7,2817,1
23045,8.6,350,93,5,6,16,1,0,1,0,20,6,-5973,0
29018,9.2,367,97,16,19,5,8,1,1,0,27,7,5973,1
23967,8.6,307,71,10,15,18,0,0,0,0,22,6,-2911,0
26878,8.6,301,72,18,27,10,2,0,1,0,24,4,2911,1
27189,9,334,54,17,14,13,3,0,0,0,17,4,-278,0
27467,8.8,383,76,13,11,17,3,0,1,0,20,8,278,1
25512,9.4,361,79,11,7,10,1,0,0,0,22,9,-1069,0
26581,9,407,76,10,14,11,4,0,1,0,26,8,1069,1
24995,8.8,356,90,8,12,13,1,0,0,0,21,6,-1444,0
26439,8.8,322,85,13,20,8,3,0,1,0,21,6,1444,1
24673,8.8,344,72,10,7,11,3,0,2,0,22,7,-914,0
25587,9.2,338,92,11,8,10,2,0,0,0,20,6,914,1
25140,8.6,287,66,13,16,20,1,0,1,0,26,7,-3136,0
28276,9,316,86,20,21,13,2,0,1,0,17,7,3136,1
30375,8.8,336,72,23,19,8,3,1,1,0,28,9,8143,1
22232,7.8,308,47,8,7,23,3,0,0,0,23,4,-8143,0
29362,8.8,319,72,19,29,7,5,0,1,0,25,11,5411,1
23951,8.2,337,76,7,6,19,3,1,0,0,22,7,-5411,0
26205,8.6,283,70,14,16,19,0,0,1,0,18,5,-4276,1
30481,8.8,334,74,19,25,14,5,1,0,0,25,8,4276,0
24229,8.8,349,68,9,12,7,3,0,0,0,20,5,-399,1
24628,8.8,341,83,7,6,9,8,1,1,0,19,4,399,0
22412,8.6,332,52,7,7,12,3,0,0,0,21,7,-5425,0
27837,9.2,350,83,12,8,7,6,2,1,0,25,7,5425,1
23958,9.2,372,84,9,10,4,1,0,1,0,23,5,910,0
23048,9.2,396,96,4,2,9,0,0,0,0,22,11,-910,1
29908,8.8,340,79,20,21,6,9,3,1,0,23,6,7290,1
22618,8.4,325,68,6,9,20,2,0,0,0,20,7,-7290,0
25571,9,346,84,10,14,7,5,0,1,0,18,7,744,1
24827,8.8,344,76,7,7,10,4,0,1,0,26,6,-744,0
22396,8.6,286,75,9,8,13,0,0,1,0,23,7,-7414,0
29810,9.4,379,79,13,10,9,9,3,1,0,22,5,7414,1
26121,8.6,340,74,9,5,11,8,1,1,0,24,5,-838,0
26959,8.8,334,82,11,11,9,5,1,0,0,20,2,838,1
31550,9.6,333,102,25,24,7,6,2,2,0,22,8,7446,1
24104,8.6,333,67,7,6,25,2,0,0,0,23,0,-7446,0
24586,8.4,288,86,11,11,17,6,0,1,0,23,9,-3520,0
28106,9,326,70,17,22,11,5,1,0,0,18,7,3520,1
32402,9.6,378,112,20,16,9,11,3,1,0,18,7,8122,1
24280,8.8,324,72,9,8,20,1,0,0,0,24,7,-8122,0
27246,8.6,326,66,14,13,13,8,1,0,0,17,6,-123,0
27369,8.8,321,99,13,12,14,5,1,1,0,18,2,123,1
24648,8.8,359,82,9,5,10,3,0,0,0,22,5,-1374,0
26022,9,364,100,10,8,9,4,0,2,0,22,6,1374,1
27687,9,380,92,14,15,9,2,1,1,0,23,5,3829,1
23858,8.4,305,68,9,15,14,2,0,1,0,23,8,-3829,0
27896,8.8,332,92,13,20,7,8,1,1,0,19,5,3753,1
24143,8.6,357,73,7,9,13,4,0,0,0,20,4,-3753,0
25921,9,350,73,12,12,12,3,0,0,0,21,7,-1561,1
27482,9.4,370,82,12,9,12,4,1,1,0,24,10,1561,0
23693,8.6,345,84,7,10,4,4,0,0,0,20,7,1836,0
21857,8.6,342,80,4,4,7,1,0,1,0,19,6,-1836,1
25422,9,345,106,9,9,7,5,0,0,0,22,7,2023,0
23399,8.8,366,74,7,8,9,2,0,1,0,26,5,-2023,1
21701,9,326,82,5,4,8,2,0,0,0,23,2,-2129,0
23830,9,353,77,8,10,5,5,0,1,0,21,6,2129,1
20518,8.6,336,84,2,1,14,2,0,1,0,17,6,-7214,0
27732,9.2,345,88,14,11,2,6,2,1,0,24,5,7214,1
27861,9,356,85,14,11,11,7,1,1,0,22,5,4384,1
23477,8.4,290,77,11,13,14,0,0,1,0,18,5,-4384,0
25344,8.8,344,75,11,11,12,5,0,0,0,22,6,-1590,1
26934,9,362,82,12,10,11,3,0,1,0,22,7,1590,0
29128,9.2,353,105,20,15,4,3,0,2,0,22,8,7077,1
22051,8.6,335,74,4,2,20,3,0,0,0,22,7,-7077,0
24384,8.6,356,73,10,10,14,0,0,0,0,23,3,-2319,0
26703,9.2,353,92,14,20,10,2,0,2,0,18,7,2319,1
24227,8.8,300,80,8,8,18,2,0,0,0,22,7,-5075,0
29302,9.4,327,98,18,15,8,7,1,2,0,21,4,5075,1
26676,9,388,90,12,15,10,2,0,1,0,23,6,224,1
26452,9,354,102,10,11,12,2,0,1,0,23,1,-224,0
27279,9.2,357,88,13,13,9,6,0,0,0,16,7,3074,1
24205,8.6,319,87,9,12,13,0,0,1,0,24,5,-3074,0
30410,9.2,339,75,20,26,12,7,2,0,0,23,10,4546,0
25864,9,312,95,12,20,20,5,0,2,0,19,5,-4546,1
25890,8.4,304,86,11,12,19,1,0,1,0,22,4,-3680,0
29570,9,346,97,19,19,11,6,1,1,0,17,8,3680,1
23275,8.4,324,83,5,5,22,2,0,0,0,19,9,-8597,0
31872,9.6,367,87,22,26,5,10,2,1,0,24,7,8597,1
26096,8.6,335,69,12,16,18,0,0,0,0,19,7,-2967,0
29063,8.6,354,86,18,24,12,4,0,2,0,16,9,2967,1
29814,9.2,332,84,19,19,16,6,0,0,0,28,3,1349,0
28465,8.6,332,78,16,18,19,7,1,1,0,21,5,-1349,1
27220,8.6,303,78,16,25,17,0,0,2,0,23,6,-2315,0
29535,9,380,77,17,14,16,6,1,0,0,23,5,2315,1
29411,8.6,282,66,24,29,24,1,0,0,0,27,10,-2051,0
31462,8.8,306,62,24,33,24,5,1,1,0,26,5,2051,1
30125,8.6,328,65,21,24,12,2,0,0,0,26,6,4449,1
25676,8.2,296,80,12,19,21,4,0,0,0,28,7,-4449,0
21036,7.6,265,66,6,6,20,1,0,0,0,19,4,-12108,0
33144,9.6,399,93,20,23,6,9,5,1,0,24,2,12108,1
22758,9,325,97,5,4,15,2,0,1,0,21,3,-4645,0
27403,9.2,348,84,15,15,5,8,1,1,0,26,6,4645,1
31324,9.2,321,79,23,30,12,9,1,1,0,22,4,6121,1
25203,8.6,309,70,12,12,23,3,0,0,0,19,6,-6121,0
24453,8.8,318,86,11,21,13,1,0,1,0,17,7,-3057,0
27510,9,344,94,13,12,11,4,0,0,0,23,2,3057,1
28479,9.2,348,101,15,14,5,7,1,1,0,23,6,5116,0
23363,8.4,348,86,5,10,15,2,0,1,0,25,6,-5116,1
27434,9.2,351,86,14,15,4,4,1,1,0,24,7,5494,1
21940,8.8,349,72,4,1,14,2,0,1,0,26,4,-5494,0
21351,8.6,317,73,4,3,11,3,0,0,0,22,6,-5531,0
26882,9.2,387,86,11,12,4,2,1,1,0,23,7,5531,1
32582,9,327,68,27,32,12,4,0,2,0,26,3,6863,1
25719,8.6,300,103,12,9,27,2,0,0,0,24,3,-6863,0
22393,8.4,281,94,7,4,16,1,0,0,0,26,2,-6444,0
28837,9,354,86,16,13,7,7,2,2,0,21,5,6444,1
25828,8.8,328,80,14,22,16,1,0,0,0,28,1,-1160,1
26988,9,319,76,16,13,14,2,0,2,0,23,4,1160,0
23290,8.4,331,58,9,13,11,2,0,1,0,22,5,-3134,1
26424,9.2,355,88,11,10,9,4,1,0,0,24,3,3134,0
27522,8.4,304,68,17,31,12,3,0,1,0,22,4,926,0
26596,8.4,335,56,12,16,17,2,0,0,0,19,2,-926,1
28359,8.4,310,74,17,22,16,3,0,1,0,21,8,760,0
27599,8.8,345,77,16,18,17,1,0,1,0,21,4,-760,1
23243,8.2,305,52,8,8,19,1,0,0,0,21,9,-8440,0
31683,9.4,369,108,19,25,8,7,2,1,0,22,3,8440,1
27749,9,311,74,16,18,13,2,0,0,0,27,6,664,0
27085,9,346,94,13,10,16,3,0,1,0,28,6,-664,1
24207,8.6,299,85,9,10,21,0,0,1,0,23,2,-7794,0
32001,8.6,375,83,21,24,9,6,2,1,0,22,7,7794,1
27040,9,347,87,13,13,10,8,0,1,0,22,3,1496,1
25544,8.6,326,72,10,13,13,1,0,0,0,22,4,-1496,0
24525,9,368,74,10,11,5,3,0,2,0,20,10,955,1
23570,9.2,351,114,5,5,10,3,0,0,0,27,3,-955,0
26342,8.8,344,104,12,13,7,1,0,1,0,24,6,2889,1
23453,8.4,355,72,7,6,12,2,0,0,0,25,9,-2889,0
24410,8.2,321,76,11,7,12,5,1,0,0,26,9,-2560,0
26970,8.8,313,80,12,13,11,5,1,1,0,27,5,2560,1
24497,8.8,376,78,8,3,13,9,0,1,0,24,5,-2906,1
27403,8.8,332,81,13,18,8,2,1,1,0,27,3,2906,0
25093,9.2,337,83,10,12,10,3,0,0,0,23,5,-874,0
25967,9,376,88,10,11,10,1,0,2,0,27,5,874,1
28229,9,330,74,15,24,17,2,0,1,0,24,5,-455,1
28684,8.6,346,78,17,20,15,2,0,0,0,22,7,455,0
21824,8.6,315,76,5,5,19,0,0,0,0,23,3,-9029,0
30853,9.6,385,119,19,17,5,6,1,2,0,23,8,9029,1
24357,8.6,340,76,7,7,14,3,0,0,0,23,6,-1931,0
26288,9,312,75,14,21,7,4,0,1,0,16,7,1931,1
29165,9.2,379,83,15,18,11,2,1,1,0,23,6,3974,0
25191,9,347,81,11,16,15,2,0,1,0,24,6,-3974,1
26247,9,338,93,14,11,15,2,0,1,0,24,6,-1207,1
27454,9.4,335,90,15,11,14,7,0,0,0,19,9,1207,0
23941,8.4,338,78,9,7,18,2,0,0,0,24,4,-5817,0
29758,9.2,355,91,18,16,9,6,1,2,0,22,9,5817,1
27182,8.8,343,92,10,14,13,7,1,0,0,14,4,1034,1
26148,8.8,335,82,13,12,10,4,0,1,0,17,6,-1034,0
24046,8.6,361,80,8,9,9,1,0,1,0,22,5,-304,0
24350,8.8,346,76,9,9,8,3,0,0,0,20,8,304,1
26415,8.6,349,75,13,11,13,4,0,1,0,19,3,1771,0
24644,9,289,74,13,11,13,1,0,1,0,28,5,-1771,1
29691,9.2,344,84,23,31,15,0,0,1,0,26,4,1213,0
28478,8.8,306,66,15,22,23,5,0,1,0,23,7,-1213,1
29546,9.4,379,88,15,13,11,9,1,0,0,25,6,4399,0
25147,8.6,329,78,11,11,15,3,0,2,0,23,4,-4399,1
29453,9.4,368,80,17,14,13,8,1,1,0,19,3,3596,0
25857,9.2,347,84,13,7,17,2,0,0,0,24,6,-3596,1
23638,8.8,345,95,7,4,4,1,0,1,0,22,5,2187,1
21451,8.6,332,68,4,5,7,2,0,1,0,24,5,-2187,0
22174,8.4,324,54,6,6,20,3,0,0,0,19,1,-8521,0
30695,9.6,386,102,20,14,6,10,1,1,0,24,5,8521,1
23822,8.4,291,70,10,12,21,0,0,1,0,16,2,-6998,0
30820,9,357,77,21,22,10,10,2,0,0,20,5,6998,1
36581,9.4,369,60,34,41,7,7,5,1,0,21,3,16026,1
20555,7.6,207,65,7,9,34,0,0,0,0,20,1,-16026,0
26829,8.6,339,95,10,12,9,9,2,2,0,20,6,3329,1
23500,8.6,291,90,9,17,10,1,0,0,0,22,3,-3329,0
26925,9,347,96,12,12,13,7,1,1,0,15,3,2210,1
24715,9,310,76,13,11,12,4,0,1,0,19,4,-2210,0
26878,8.8,312,70,17,17,15,5,0,1,0,23,6,-1683,0
28561,9.2,345,102,15,17,17,5,0,1,0,17,8,1683,1
37284,9,315,89,53,18,2,12,9,1,0,9,0,23986,1
13298,5.8,76,16,2,0,53,0,0,0,0,0,0,-23986,0
41374,9,319,12,56,38,11,10,11,0,0,11,1,22304,1
19070,6.2,78,28,11,6,56,0,0,0,0,0,0,-22304,0
34837,9.2,313,112,36,16,4,10,7,0,0,16,0,18961,1
15876,6.4,75,21,4,5,36,0,0,0,0,0,0,-18961,0
37790,9.8,304,96,53,21,6,8,6,1,0,11,0,21004,1
16786,6.6,117,26,6,2,53,0,0,0,0,0,0,-21004,0
35716,9.2,256,144,42,26,6,5,5,1,0,19,0,18443,1
17273,6.4,87,21,6,8,42,1,0,0,0,0,0,-18443,0
44575,9.4,330,29,66,69,10,12,14,0,0,11,0,23066,1
21509,7,86,23,10,10,66,0,0,0,0,0,0,-23066,0
38045,8,318,16,45,21,6,10,6,0,0,13,0,21137,1
16908,6.6,118,19,6,3,45,0,0,0,0,0,0,-21137,0
49071,10.2,356,129,63,34,12,10,13,1,0,15,0,31042,1
18029,6.8,98,20,12,6,63,0,0,0,0,0,0,-31042,0
26557,8,251,12,22,9,17,8,4,0,0,6,0,9204,1
17353,6.4,104,20,17,2,22,0,0,0,0,0,0,-9204,0
21495,8,296,53,7,8,16,0,0,0,0,23,6,-7502,0
28997,9.2,340,90,16,17,7,6,1,1,0,26,3,7502,1
22614,8.8,381,79,5,6,11,3,0,2,0,21,9,-3314,0
25928,9,356,91,11,7,5,6,0,0,0,21,8,3314,1
28822,8.6,310,69,15,18,16,7,2,0,0,16,8,-1275,0
30097,8.6,366,69,16,18,15,8,2,1,0,21,8,1275,1
26518,8.8,354,82,13,14,18,3,0,1,0,21,4,-1745,0
28263,9.2,340,70,18,16,13,5,0,0,0,21,6,1745,1
28713,9,321,90,18,26,12,3,0,2,0,19,8,2339,1
26374,8.6,326,87,12,15,18,3,0,0,0,19,5,-2339,0
24176,9.2,367,80,8,10,12,1,0,1,0,23,7,-2425,0
26601,9,370,98,12,10,8,3,0,1,0,24,5,2425,1
27665,8.6,316,80,17,15,12,5,0,0,0,19,4,-934,0
28599,8.8,375,72,12,14,17,8,1,2,0,21,4,934,1
20606,6,133,16,17,11,13,3,0,0,0,5,1,-1285,1
21891,7.2,184,33,13,9,17,3,1,0,0,0,0,1285,0
31402,8,238,42,41,25,12,6,2,0,0,14,1,10627,1
20775,7.4,129,33,12,8,41,1,0,0,0,0,0,-10627,0
33825,8,209,85,44,43,9,11,5,0,0,9,0,16202,1
17623,6.8,145,11,9,4,44,0,0,0,0,0,0,-16202,0
43378,9.2,321,16,56,24,8,13,10,0,0,4,0,25498,1
17880,6.4,85,20,8,9,56,0,0,0,0,0,0,-25498,0
32059,8.6,295,32,37,11,6,13,7,0,0,10,0,14825,1
17234,7.2,121,34,6,3,37,0,0,0,0,0,0,-14825,0
37665,9.2,317,30,50,35,4,10,11,0,0,13,0,21096,1
16569,6.4,76,28,4,7,50,0,0,0,0,0,0,-21096,0
24112,9.2,308,89,9,14,10,1,0,0,0,23,5,-930,1
25042,8.8,370,68,10,8,9,4,0,2,0,25,4,930,0
24008,9,370,72,7,6,12,2,0,0,0,21,4,-2414,0
26422,9,373,94,12,15,7,2,0,2,0,26,6,2414,1
26006,8.8,327,64,13,16,17,1,0,1,0,23,5,-1400,0
27406,9,346,82,17,15,13,3,0,1,0,22,2,1400,1
25655,8.6,349,69,12,11,9,4,0,1,0,22,4,2139,0
23516,9,347,71,9,9,12,2,0,1,0,16,4,-2139,1
22164,8.4,303,76,7,4,16,0,0,1,0,27,3,-6943,0
29107,9.2,346,76,16,12,7,8,2,0,0,24,7,6943,1
27737,8.8,303,89,18,23,16,4,0,1,0,19,8,-62,0
27799,8.6,305,82,16,24,18,5,0,1,0,22,9,62,1
26780,9,360,81,13,10,9,4,1,2,0,19,8,2138,0
24642,8.6,372,66,9,5,13,3,0,0,0,26,6,-2138,1
22738,8.4,340,94,5,3,17,2,0,0,0,22,5,-6591,0
29329,9.2,361,86,17,18,5,6,2,2,0,24,4,6591,1
28858,9,363,81,15,19,12,2,1,0,0,26,4,2475,1
26383,9,344,81,12,9,15,6,1,1,0,20,6,-2475,0
28075,8.8,337,79,17,15,9,5,1,0,0,23,6,4664,1
23411,8.4,322,64,9,8,17,2,0,1,0,22,1,-4664,0
24653,9,306,78,13,8,16,1,0,0,0,23,2,-2732,0
27385,9,327,105,16,12,13,6,0,2,0,18,4,2732,1
26357,9.2,311,116,14,10,10,4,0,0,0,23,4,1544,0
24813,8.8,349,72,10,10,14,4,0,2,0,24,3,-1544,1
24099,9,352,82,9,7,12,2,0,0,0,24,3,-1346,0
25445,8.8,340,68,12,14,9,4,0,1,0,20,5,1346,1
24984,8.8,317,52,11,6,19,4,1,0,0,23,4,-3837,0
28821,9.6,337,94,19,21,11,3,0,1,0,21,4,3837,1
26064,8.6,297,65,14,14,24,2,0,0,0,23,5,-6166,0
32230,9.4,345,74,24,26,14,3,1,1,0,24,6,6166,1
27577,8.8,312,70,17,20,11,5,0,1,0,22,7,2540,1
25037,8.6,302,77,11,10,17,2,0,0,0,23,6,-2540,0
25571,8.8,349,108,11,9,11,2,0,1,0,24,5,-2799,0
28370,9.2,400,76,11,15,11,3,1,0,0,29,9,2799,1
28857,9.2,342,102,15,13,10,6,1,0,0,19,4,3174,1
25683,8.8,366,74,10,8,15,3,0,1,0,24,3,-3174,0
23878,8.6,337,78,9,7,16,3,0,0,0,26,2,-6098,0
29976,9.6,347,109,16,10,9,10,2,2,0,16,5,6098,1
27237,8.6,325,68,18,21,11,4,0,1,0,27,4,919,0
26318,8.6,312,70,11,10,18,11,2,0,0,24,6,-919,1
32599,9,342,102,23,28,8,6,1,0,0,23,7,8744,1
23855,8.4,307,69,8,9,23,3,0,1,0,25,4,-8744,0
28421,8.8,307,68,18,22,23,5,0,0,0,24,4,-3934,0
32355,9.2,302,104,23,29,18,9,1,2,0,22,4,3934,1
22181,8.6,317,81,7,8,11,0,0,0,0,21,2,-5924,0
28105,9.2,362,115,11,15,7,9,1,1,0,17,3,5924,1
31061,9,364,82,18,19,12,12,2,0,0,23,6,5835,0
25226,8.6,305,62,12,14,18,3,0,2,0,21,5,-5835,1
25391,9,327,81,9,14,7,5,1,0,0,22,4,1363,0
24028,9,373,87,7,4,9,6,1,2,0,25,8,-1363,1
28138,9,373,89,14,16,8,7,1,1,0,24,2,3565,0
24573,8.8,324,90,8,8,14,3,0,1,0,25,7,-3565,1
24847,8.8,331,73,9,10,25,2,0,0,0,27,4,-6306,0
