Gold,Level,Minions,Jungle_minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Sight_wards,Control_wards,Gold_diff,Win
33777,9.6,357,119,24,23,5,12,3,0,0,27,2,12803,0
20974,8.2,259,60,5,7,24,0,0,2,0,22,5,-12803,1
25962,8.8,309,78,15,21,14,1,0,1,0,23,4,-774,1
26736,8.6,359,72,14,7,15,2,0,0,0,20,4,774,0
22755,8.2,302,90,8,8,17,3,0,0,0,23,4,-7603,0
30358,9.2,377,88,17,14,8,7,2,1,0,19,5,7603,1
26359,9,352,82,12,12,3,1,0,0,0,20,8,5452,1
20907,9,343,73,3,1,12,3,0,0,0,21,5,-5452,0
26529,8.8,356,70,11,16,11,7,0,0,0,23,5,1454,0
25075,8.6,335,77,11,16,11,1,0,1,0,21,8,-1454,1
29263,9.4,384,97,15,23,6,6,1,2,0,21,8,6344,1
22919,8.8,320,94,6,6,15,2,0,0,0,25,5,-6344,0
27505,9,344,82,13,16,12,3,0,1,0,20,10,1551,1
25954,9,352,85,12,10,13,4,0,1,0,28,5,-1551,0
27839,9.2,402,103,9,7,4,12,2,1,0,26,8,5705,1
22134,8.6,327,96,4,2,9,0,0,0,0,22,5,-5705,0
29397,9,317,96,18,27,12,6,1,0,0,23,5,3257,0
26140,8.6,323,74,12,13,18,5,0,1,0,16,10,-3257,1
31084,9.4,369,104,20,8,7,11,3,2,0,30,4,9068,1
22016,8.4,294,60,7,7,20,0,0,0,0,24,6,-9068,0
24178,9,383,71,5,8,6,3,1,2,0,19,8,1210,1
22968,8.2,360,72,6,10,5,3,0,0,0,23,8,-1210,0
26907,9.2,339,105,12,17,10,2,0,1,0,23,4,1090,1
25817,9,357,85,10,11,12,3,0,1,0,18,6,-1090,0
27461,9.2,350,77,18,18,2,5,0,0,0,21,8,6790,1
20671,8.4,336,90,2,1,18,2,0,1,0,25,5,-6790,0
30819,9.4,342,92,19,19,3,7,2,1,0,21,7,10621,1
20198,8.2,306,73,3,3,19,1,0,1,0,24,6,-10621,0
24661,8.8,364,69,10,11,11,0,0,1,0,24,5,-685,0
25346,8.6,318,86,11,12,10,1,0,0,0,20,6,685,1
26896,8.8,329,66,16,12,23,3,0,1,0,22,1,-6180,1
33076,9.8,352,80,23,27,16,3,1,0,0,19,6,6180,0
24489,8.6,346,84,7,11,13,3,0,0,0,23,8,-1432,1
25921,9,358,82,13,10,7,5,0,1,0,21,3,1432,0
27615,8.8,296,86,16,23,12,3,0,1,0,21,6,2269,0
25346,8.8,318,72,12,20,16,3,0,0,0,21,7,-2269,1
27688,9.2,351,78,15,9,22,8,0,2,0,18,5,-4432,0
32120,9.6,378,105,22,17,15,6,1,0,0,16,7,4432,1
29647,9.4,387,86,15,13,20,7,1,1,0,25,2,-1590,0
31237,9.2,349,82,20,25,15,7,0,1,0,20,9,1590,1
34518,9.2,339,93,32,35,12,7,2,2,0,23,4,9010,1
25508,8.4,269,69,12,16,32,0,0,0,0,23,3,-9010,0
24805,8.6,340,102,9,10,22,2,0,0,0,20,7,-4656,0
29461,9.2,344,68,22,16,9,4,1,1,0,19,4,4656,1
24254,8.6,299,78,10,7,21,1,0,0,0,24,3,-8308,0
32562,9.6,361,106,21,20,10,10,3,2,0,25,8,8308,1
27323,9.2,356,69,14,12,14,1,0,0,0,23,9,821,1
26502,9.2,341,86,14,11,14,6,0,1,0,21,5,-821,0
25505,9.2,371,84,9,13,6,4,1,0,0,18,7,1832,1
23673,8.8,397,80,6,9,9,1,0,1,0,14,4,-1832,0
29771,8.8,301,87,19,22,19,5,1,0,0,19,5,1200,1
28571,8.6,288,88,19,22,19,2,0,2,0,20,6,-1200,0
25293,8.4,341,70,12,14,12,4,0,1,0,20,3,-1123,0
26416,9,363,82,12,14,12,4,0,0,0,20,4,1123,1
21573,8.4,332,83,4,4,17,1,0,0,0,21,4,-6442,0
28015,9.2,373,76,17,21,4,5,0,1,0,18,8,6442,1
28370,9.2,298,66,22,28,9,1,0,0,0,22,10,4210,1
24160,8.4,353,64,9,10,22,3,0,1,0,20,5,-4210,0
29172,9,315,80,21,10,8,5,1,1,0,22,4,5031,1
24141,8.4,319,60,8,6,21,3,0,0,0,18,5,-5031,0
31765,9.4,363,88,23,23,10,11,2,1,0,22,10,6536,1
25229,8.6,307,72,10,8,23,2,0,0,0,24,3,-6536,0
24483,8.8,272,61,11,13,16,0,0,0,0,20,10,-4461,0
28944,9.2,328,98,16,16,11,7,2,1,0,19,2,4461,1
23799,8,270,88,13,16,14,2,0,2,0,21,5,-6360,0
30159,8.8,375,68,14,6,13,10,5,0,0,23,7,6360,1
32599,9,342,102,23,28,8,6,1,0,0,23,7,8744,1
23855,8.4,307,69,8,9,23,3,0,1,0,25,4,-8744,0
25083,8.6,364,86,10,11,13,1,0,0,0,21,7,-2161,1
27244,9.4,353,102,13,15,10,3,0,2,0,25,8,2161,0
29364,9,319,83,18,17,16,5,1,1,0,26,6,546,1
28818,8.6,309,82,16,23,18,4,1,1,0,30,5,-546,0
25344,8.8,344,75,11,11,12,5,0,0,0,22,6,-1590,1
26934,9,362,82,12,10,11,3,0,1,0,22,7,1590,0
27763,8.8,326,77,18,18,11,4,1,2,0,24,5,2219,1
25544,9,325,80,11,10,18,2,0,0,0,20,4,-2219,0
22442,8,298,80,8,10,16,0,0,1,0,22,6,-5707,0
28149,9,348,100,16,15,8,6,0,1,0,22,9,5707,1
21889,8.4,324,68,6,4,14,0,0,0,0,16,5,-4357,0
26246,9.2,350,77,14,17,6,6,0,1,0,24,8,4357,1
27446,9,292,72,16,17,16,1,0,0,0,23,4,-2192,1
29638,9,375,95,16,9,16,11,2,2,0,27,5,2192,0
26388,9,305,84,13,21,11,1,0,1,0,24,4,863,1
25525,9.2,368,87,11,16,13,2,0,1,0,23,6,-863,0
29382,9,334,113,19,21,11,4,1,0,0,22,7,4750,1
24632,8.6,311,85,11,15,19,3,0,1,0,24,11,-4750,0
27453,9,349,107,12,21,14,10,0,0,0,25,5,182,1
27271,9.2,343,92,14,17,12,2,0,2,0,21,6,-182,0
27558,9.6,388,110,14,13,5,3,0,1,0,18,9,4304,0
23254,9,382,78,5,7,14,2,0,0,0,22,4,-4304,1
27218,9.4,352,82,15,13,9,5,0,1,0,22,5,2063,1
25155,8.6,341,81,9,11,15,3,0,1,0,23,4,-2063,0
27674,9,352,100,14,12,16,4,1,1,0,21,5,-707,0
28381,8.8,332,80,16,15,14,8,1,1,0,21,11,707,1
27187,8.6,295,69,17,19,20,4,0,2,0,23,11,-1753,0
28940,8.6,301,86,20,25,17,5,0,0,0,28,6,1753,1
29208,9.2,378,92,14,18,10,6,2,1,0,26,12,6871,1
22337,8.2,268,64,10,10,14,0,0,1,0,19,4,-6871,0
27246,8.6,326,66,14,13,13,8,1,0,0,17,6,-123,0
27369,8.8,321,99,13,12,14,5,1,1,0,18,2,123,1
24648,8.8,359,82,9,5,10,3,0,0,0,22,5,-1374,0
26022,9,364,100,10,8,9,4,0,2,0,22,6,1374,1
24490,8.8,365,75,7,6,14,6,0,0,0,26,10,-3329,0
27819,9.2,328,92,14,19,7,8,0,2,0,24,8,3329,1
24041,9,329,92,8,9,8,3,0,0,0,17,6,-688,1
24729,9,364,70,8,9,8,3,1,2,0,21,3,688,0
27973,9.2,356,92,17,13,10,7,0,1,0,17,5,2551,1
25422,9,360,50,10,7,17,4,1,1,0,22,5,-2551,0
22674,8.2,333,66,6,7,14,5,1,1,0,25,3,-5301,0
27975,9,327,90,14,10,6,7,1,1,0,18,3,5301,1
25605,8.2,322,72,12,11,17,4,0,0,0,23,8,-2604,0
28209,9.2,345,76,17,20,12,6,0,1,0,20,4,2604,1
22290,8.2,283,68,8,10,14,2,0,1,0,23,8,-5060,0
27350,9.2,360,76,14,14,8,4,0,1,0,27,4,5060,1
23891,9,359,68,6,5,9,3,1,0,0,19,3,-1147,1
25038,8.6,381,72,9,17,6,3,0,2,0,17,7,1147,0
29193,9.2,361,76,17,16,10,6,0,0,0,25,7,4516,1
24677,8.8,337,58,10,10,17,3,0,1,0,27,4,-4516,0
28894,9,325,68,17,24,26,5,0,0,0,19,5,-1755,0
30649,9.4,314,80,26,21,17,2,0,1,0,19,2,1755,1
26530,8.4,310,62,14,17,13,2,0,1,0,20,3,191,1
26339,8.4,311,76,13,10,14,6,2,0,0,28,9,-191,0
23822,8.8,330,78,7,4,14,8,1,1,0,21,5,-5170,0
28992,9.2,351,92,14,22,7,5,2,1,0,26,5,5170,1
33332,10,396,112,22,23,11,11,2,1,0,17,2,9001,0
24331,8.8,330,84,11,9,22,2,0,0,0,16,3,-9001,1
32189,9.2,348,71,21,20,18,10,2,1,0,25,7,3709,1
28480,8.8,327,54,18,22,21,2,0,0,0,22,10,-3709,0
23456,8.6,345,90,7,5,15,3,0,0,0,22,6,-3300,0
26756,9.2,345,84,15,18,7,1,0,2,0,26,7,3300,1
20702,8.2,332,80,3,0,12,1,0,1,0,23,6,-7094,0
27796,9.2,416,89,12,9,3,7,2,1,0,25,8,7094,1
26827,9.2,355,76,11,15,11,1,0,0,0,24,2,-1008,0
27835,9,378,94,11,15,11,8,1,1,0,21,5,1008,1
22878,8.2,320,66,9,6,10,1,0,0,0,23,5,-3335,1
26213,9,363,86,10,7,9,2,1,1,0,24,3,3335,0
25281,9,378,79,7,4,16,6,1,0,0,20,3,-2766,1
28047,9,331,82,16,23,7,6,0,1,0,20,9,2766,0
22702,8.6,320,84,6,3,11,3,0,0,0,20,4,-4426,0
27128,8.8,389,62,11,16,6,5,1,1,0,23,7,4426,1
27114,9.6,357,98,10,10,7,7,2,1,0,18,6,2909,1
24205,8.8,357,84,7,6,10,4,0,0,0,19,6,-2909,0
28927,9.4,369,92,18,21,7,5,0,1,0,19,5,4543,1
24384,8.6,342,70,7,10,18,2,0,0,0,17,7,-4543,0
22072,8.8,377,86,4,0,8,2,0,1,0,16,7,-3403,0
25475,9.6,397,92,8,16,4,5,0,0,0,16,10,3403,1
27508,9,381,81,13,19,5,4,1,0,0,19,8,4589,1
22919,8.4,344,82,5,4,13,2,0,1,0,17,5,-4589,0
27762,8.8,365,102,13,8,14,8,1,2,0,21,5,297,0
27465,9.4,361,83,14,21,13,6,0,0,0,19,5,-297,1
27077,9.2,356,76,13,16,13,4,0,0,0,20,9,-747,1
27824,9.2,349,74,13,16,13,5,1,1,0,21,4,747,0
23871,8.8,312,64,10,14,16,1,0,1,0,27,2,-6421,0
30292,9,360,93,16,16,10,12,3,1,0,21,7,6421,1
23537,8.2,320,62,9,8,18,2,0,0,0,26,6,-5720,0
29257,9.2,335,74,18,27,9,8,2,1,0,19,5,5720,1
25818,8.2,271,86,12,15,19,1,0,0,0,23,3,-5558,0
31376,9.4,389,77,19,15,12,10,3,1,0,19,6,5558,1
22680,8,256,83,7,11,19,2,0,0,0,21,3,-8961,0
31641,8.8,372,68,19,24,7,12,3,1,0,22,8,8961,1
26704,8.8,322,73,14,20,16,5,0,1,0,22,4,-2151,1
28855,9,352,74,16,15,14,5,2,0,0,18,4,2151,0
27896,8.8,332,92,13,20,7,8,1,1,0,19,5,3753,1
24143,8.6,357,73,7,9,13,4,0,0,0,20,4,-3753,0
27429,9,335,97,16,15,8,5,1,1,0,23,3,2856,0
24573,8.8,356,62,8,10,16,5,0,0,0,23,8,-2856,1
27631,9,390,78,12,24,5,8,1,2,0,18,9,4280,0
23351,8.8,367,85,5,13,12,1,0,0,0,21,6,-4280,1
24554,9,361,88,9,10,9,2,0,2,0,17,8,-158,0
24712,9,362,79,9,9,9,2,0,0,0,19,10,158,1
25215,8.6,281,77,13,10,15,2,0,1,0,18,7,-1427,0
26642,9.2,340,70,15,13,13,2,0,1,0,15,4,1427,1
22074,8.6,355,74,4,2,17,1,0,0,0,28,1,-7232,0
29306,9.4,378,86,17,17,4,5,1,2,0,20,8,7232,1
30055,9.4,306,91,20,16,9,5,2,2,0,19,4,5286,0
24769,8.8,308,96,9,9,20,5,1,0,0,18,4,-5286,1
31106,9.2,340,104,17,11,11,10,4,0,0,23,2,5333,1
25773,8.8,308,83,11,10,17,5,1,1,0,19,3,-5333,0
23270,8.8,371,82,5,7,7,5,0,0,0,25,12,-726,0
23996,9,370,102,7,14,5,2,0,2,0,23,4,726,1
25819,8.6,296,93,10,14,21,6,0,0,0,24,4,-4677,0
30496,8.6,304,81,21,36,10,7,1,1,0,17,5,4677,1
30731,9.2,361,70,19,30,12,8,2,2,0,21,6,4612,1
26119,8.6,319,76,12,10,19,4,0,0,0,21,2,-4612,0
24132,8.6,325,68,9,13,14,4,0,0,0,17,4,-3401,0
27533,8.8,321,83,14,20,9,7,1,2,0,22,7,3401,1
26854,8.8,330,88,11,12,11,7,1,0,0,22,12,1691,1
25163,8.4,336,80,11,16,11,0,0,2,0,19,0,-1691,0
27810,9,306,71,20,24,8,4,1,1,0,22,8,4925,1
22885,8.4,293,92,8,7,20,0,0,0,0,20,6,-4925,0
24508,8.4,351,56,8,10,20,6,0,0,0,16,3,-3264,0
27772,9.2,285,82,20,23,8,3,0,1,0,17,4,3264,1
29172,9.2,320,92,18,18,17,5,1,2,0,23,5,1918,1
27254,8.4,290,59,17,21,18,1,0,0,0,24,3,-1918,0
18095,7.4,261,61,1,0,19,2,0,0,0,22,2,-8447,0
26542,8.8,312,82,19,24,1,5,1,1,0,23,5,8447,1
27844,9.4,361,95,14,13,10,5,0,2,0,19,5,2585,1
25259,8.8,309,80,10,8,14,7,0,0,0,25,6,-2585,0
23327,8.8,341,78,7,4,11,2,0,0,0,23,11,-1747,0
25074,9,315,82,11,21,7,1,0,2,0,22,7,1747,1
29744,9,292,87,20,13,16,9,1,0,0,21,2,3910,1
25834,9,287,49,16,12,20,1,0,0,0,17,3,-3910,0
33465,8.8,330,99,23,35,10,4,4,2,0,24,9,6821,1
26644,8.2,301,64,10,15,23,8,1,0,0,24,3,-6821,0
29393,8.8,296,87,17,19,19,8,1,0,0,21,7,1564,0
27829,8.4,278,64,19,22,17,1,0,1,0,19,4,-1564,1
24062,8.4,291,73,11,16,13,1,0,0,0,21,13,-3256,0
27318,9,361,94,13,9,11,4,1,1,0,20,3,3256,1
22955,8.2,327,84,6,8,22,1,0,0,0,25,6,-5773,0
28728,8.8,317,73,22,15,6,4,1,2,0,22,9,5773,1
35344,9.2,360,110,28,30,10,10,3,1,0,24,9,11867,1
23477,8,276,52,10,15,28,0,0,0,0,26,4,-11867,0
26003,8.8,309,68,15,10,20,1,0,0,0,20,4,-3891,0
29894,9,333,74,20,20,15,9,1,2,0,24,4,3891,1
21321,8,281,64,6,2,20,2,0,0,0,20,4,-10892,0
32213,9.2,367,101,20,21,6,7,2,1,0,23,7,10892,1
32099,9.4,341,100,25,28,5,9,2,2,0,20,9,10152,1
21947,8,289,57,5,4,25,1,0,0,0,14,3,-10152,0
23027,8.6,286,90,9,3,17,1,0,0,0,20,1,-5484,0
28511,9,349,81,17,18,9,5,1,1,0,23,8,5484,1
40119,9.8,388,101,38,43,4,9,11,1,0,17,10,21343,1
18776,7.2,216,54,4,6,38,0,0,0,0,18,2,-21343,0
31103,8.6,321,88,20,25,22,2,1,0,0,24,8,1826,1
29277,9,301,76,22,17,20,0,0,1,0,23,5,-1826,0
24389,8.4,296,88,9,8,21,5,0,1,0,18,8,-7252,0
31641,9.2,380,80,21,15,9,11,2,1,0,18,13,7252,1
24887,8.4,308,76,14,11,16,1,0,0,0,21,4,-1711,1
26598,9.2,335,80,16,14,14,2,0,0,0,20,6,1711,0
28699,9,317,78,20,12,10,5,1,0,0,16,2,4649,1
24050,8.8,284,57,10,5,20,3,0,0,0,24,5,-4649,0
24177,8.6,292,70,10,6,19,4,0,0,0,25,3,-3535,0
27712,8.6,288,77,19,18,10,2,1,1,0,21,6,3535,1
25841,9,269,63,14,14,21,1,0,1,0,24,7,-3497,0
29338,9.2,342,71,21,11,14,10,1,1,0,23,4,3497,1
26346,8.8,311,76,16,10,14,1,0,0,0,21,3,1173,0
25173,8.6,305,64,14,10,16,5,0,1,0,12,3,-1173,1
29086,9.2,309,87,20,10,12,5,1,0,0,26,4,3794,1
25292,8.8,293,57,12,11,20,2,0,1,0,22,3,-3794,0
21075,8.4,292,67,5,4,20,2,0,0,0,21,1,-8103,0
29178,9.4,334,99,20,16,5,7,1,2,0,18,6,8103,1
21955,8.4,314,48,7,5,24,3,0,0,0,20,3,-9306,0
31261,9.4,285,92,24,17,7,7,2,1,0,21,4,9306,1
26042,8.8,318,69,13,12,12,2,0,0,0,25,2,-390,0
26432,8.8,302,81,12,19,13,7,0,1,0,20,3,390,1
25572,8.2,277,75,15,18,16,2,0,0,0,23,9,-1922,0
27494,8.4,291,80,16,18,15,1,0,1,0,22,7,1922,1
30355,9,287,90,21,27,6,7,1,2,0,19,5,7781,1
22574,8.2,308,77,6,8,21,1,0,0,0,22,4,-7781,0
24423,9,285,69,12,14,9,2,0,1,0,25,3,104,1
24319,8.6,306,94,9,4,12,4,0,0,0,21,1,-104,0
24351,9,299,72,9,11,11,3,0,0,0,21,4,961,1
23390,8.6,294,76,11,8,9,2,0,1,0,17,5,-961,0
23862,8.6,280,74,12,8,16,2,0,0,0,25,7,-2487,0
26349,9,310,77,16,19,12,4,0,1,0,18,3,2487,1
31043,9,334,86,25,29,8,7,0,2,0,16,4,7191,1
23852,8.2,256,70,8,11,25,7,1,0,0,26,4,-7191,0
31479,9.6,379,78,19,17,5,8,2,1,0,22,6,9275,1
22204,8.8,324,77,5,6,19,0,0,1,0,19,3,-9275,0
32002,9.4,340,80,23,22,10,9,2,1,0,25,6,7940,1
24062,8.4,318,60,10,8,23,5,0,0,0,19,5,-7940,0
25384,9,341,83,13,12,6,2,0,2,0,24,5,2424,1
22960,8.4,355,75,6,6,13,1,0,0,0,21,3,-2424,0
26914,9,296,62,16,17,13,4,0,1,0,16,4,1464,0
25450,8.6,292,70,13,11,16,5,1,0,0,21,4,-1464,1
27248,8.8,343,75,16,9,8,7,0,1,0,21,3,1710,1
25538,8.8,342,59,8,9,16,4,0,0,0,22,4,-1710,0
27076,8.4,299,72,18,14,16,3,0,1,0,22,4,849,1
26227,8.4,284,52,16,17,18,3,0,0,0,17,6,-849,0
27862,8.6,333,58,17,15,9,6,1,1,0,18,5,5051,1
22811,8,272,78,9,9,17,3,0,0,0,22,6,-5051,0
25958,8.8,304,72,15,14,6,5,0,0,0,19,4,4257,1
21701,8.4,320,64,6,5,15,1,0,1,0,18,4,-4257,0
22548,8.8,306,81,8,5,10,0,0,0,0,25,2,-1246,1
23794,8.6,297,66,10,7,8,1,0,0,0,15,5,1246,0
24220,8.6,297,100,11,11,7,2,0,1,0,19,3,1066,1
23154,8.4,309,68,7,9,11,3,0,1,0,29,6,-1066,0
24191,8.6,299,66,12,7,20,2,0,2,0,25,1,-6526,0
30717,9.2,337,85,20,19,12,4,1,0,0,16,5,6526,1
23260,8.2,299,94,9,6,13,3,0,1,0,18,3,-3225,1
26485,8.8,372,78,13,15,9,2,0,1,0,27,4,3225,0
27364,9.4,350,76,14,11,9,2,1,0,0,18,3,5026,1
22338,8.2,284,70,9,9,14,0,0,1,0,21,7,-5026,0
24125,8.6,323,82,9,5,10,5,1,1,0,20,4,816,1
23309,8.6,296,82,10,8,9,1,0,1,0,16,5,-816,0
22224,8.4,313,68,7,5,10,2,0,0,0,23,3,-2562,0
24786,8.8,324,78,10,9,7,5,0,1,0,17,6,2562,1
24709,8.6,283,62,12,10,27,2,0,0,0,22,4,-8680,0
33389,9.2,302,67,27,32,12,6,1,1,0,18,4,8680,1
27986,9,325,71,16,20,6,4,1,0,0,16,5,6595,1
21391,8.4,292,72,6,6,16,2,0,1,0,25,5,-6595,0
28633,8.8,322,72,17,15,14,4,1,1,0,25,1,1625,1
27008,8.4,283,84,14,16,17,4,0,0,0,21,3,-1625,0
28016,9.2,312,108,17,21,8,3,1,1,0,21,6,4975,1
23041,8.6,344,80,8,8,17,1,0,1,0,20,4,-4975,0
29081,9.4,327,82,17,15,10,6,1,2,0,23,5,4307,1
24774,8.8,324,78,10,15,17,3,0,0,0,24,5,-4307,0
26844,9.2,335,80,16,11,14,1,0,1,0,21,4,-2687,0
29531,8.8,355,76,14,18,16,7,1,1,0,21,5,2687,1
25843,8.4,308,62,15,13,12,2,0,1,0,21,9,566,0
25277,8.4,294,86,12,12,15,0,0,0,0,21,6,-566,1
25495,8.4,342,59,11,10,14,3,0,0,0,25,3,-2797,0
28292,9,344,76,14,17,11,7,0,1,0,20,7,2797,1
29073,9,314,80,18,22,13,6,1,1,0,20,4,3929,1
25144,8.4,300,58,13,10,18,2,0,0,0,22,6,-3929,0
27905,9,338,96,14,15,9,6,0,1,0,17,4,3602,1
24303,8.8,336,68,9,9,14,1,0,1,0,20,5,-3602,0
29001,9.2,354,72,18,13,6,6,1,0,0,20,4,6040,1
22961,8.4,294,76,6,7,18,2,0,2,0,24,0,-6040,0
23723,9,335,76,8,8,13,3,0,0,0,21,7,-3184,0
26907,8.8,311,99,13,14,8,3,0,1,0,20,5,3184,1
25972,8.8,360,80,8,4,11,7,2,1,0,26,3,5,1
25967,9,335,109,11,9,8,4,0,1,0,19,4,-5,0
27140,8.6,299,66,14,12,19,6,0,0,0,23,4,-1766,0
28906,9,317,89,19,17,14,4,0,1,0,19,5,1766,1
21999,8.6,275,88,7,11,7,0,0,1,0,21,5,-1078,1
23077,8.6,328,78,7,6,7,0,0,1,0,24,8,1078,0
27531,9.2,355,76,14,17,11,7,0,1,0,23,5,2202,1
25329,8.6,341,60,11,10,14,1,0,1,0,24,1,-2202,0
27523,8.8,306,71,18,23,7,3,0,1,0,24,4,3418,1
24105,8.4,317,88,7,3,18,6,0,0,0,19,6,-3418,0
27987,9,367,61,16,23,9,3,0,0,0,17,6,3967,0
24020,8.4,324,78,9,10,16,1,0,1,0,22,8,-3967,1
26496,8.8,305,76,15,11,12,4,1,2,0,22,7,922,1
25574,8.4,323,78,12,14,15,3,0,0,0,20,2,-922,0
27045,9.2,361,104,14,5,14,8,2,0,0,20,7,1396,1
25649,8.8,306,82,14,18,14,1,0,2,0,17,10,-1396,0
29568,9.2,332,82,18,15,6,7,2,2,0,22,4,5351,0
24217,8.2,322,74,6,8,18,5,0,0,0,25,2,-5351,1
23675,9.2,326,88,12,4,11,0,0,1,0,20,4,-847,0
24522,9,304,100,11,10,12,1,0,1,0,14,4,847,1
25217,8.6,309,82,12,9,14,2,0,1,0,19,6,-1953,1
27170,9,366,82,14,11,12,5,0,1,0,19,6,1953,0
29724,9.4,343,100,19,20,12,5,0,2,0,16,4,3419,1
26305,8.6,334,51,12,17,19,2,0,0,0,24,7,-3419,0
23525,8.8,294,90,7,6,12,5,0,1,0,18,1,-1102,1
24627,9.2,307,82,12,13,7,5,0,0,0,15,3,1102,0
27439,9,335,98,15,16,7,2,0,1,0,20,2,3886,0
23553,8.6,295,86,7,10,15,3,0,1,0,22,6,-3886,1
24971,8.6,307,83,12,12,14,1,0,2,0,22,4,-3494,0
28465,9.2,334,91,14,14,12,7,1,0,0,26,3,3494,1
28555,9.4,341,99,18,12,10,6,1,0,0,21,6,4835,0
23720,8.2,263,72,10,12,18,1,0,1,0,29,0,-4835,1
24494,9,309,92,8,5,12,5,0,0,0,21,3,-1968,0
26462,9.2,345,87,12,12,8,4,0,0,0,16,11,1968,1
27367,8.4,322,62,17,18,19,5,0,0,0,22,5,-691,0
28058,8.6,316,56,19,18,17,4,0,0,0,19,3,691,1
23939,8.2,292,74,9,9,14,5,0,0,0,23,2,-4844,1
28783,9,326,92,14,16,9,7,1,1,0,20,9,4844,0
25084,8.6,335,81,9,7,9,7,1,1,0,24,3,2673,0
22411,8.6,289,51,9,9,9,4,0,0,0,15,2,-2673,1
24502,9,348,68,8,7,16,0,0,0,0,24,5,-4653,0
29155,9.4,378,87,16,11,8,12,2,1,0,18,9,4653,1
26657,8.8,356,74,12,16,10,1,0,0,0,21,9,1424,0
25233,8.4,343,57,10,13,12,5,0,1,0,25,7,-1424,1
27759,8.8,393,78,13,11,13,5,0,1,0,22,9,902,1
26857,9,328,83,13,13,13,2,0,0,0,14,3,-902,0
24351,8.4,347,69,7,8,12,5,0,0,0,27,5,-1938,0
26289,8.6,361,90,12,15,7,3,0,1,0,21,4,1938,1
24840,8.8,286,86,9,12,13,4,1,0,0,20,3,184,1
24656,9,311,86,13,12,9,3,0,1,0,20,3,-184,0
25428,9,304,89,13,14,9,0,0,1,0,22,2,421,1
25007,9,335,93,9,5,13,5,0,0,0,26,1,-421,0
26353,9,347,93,13,12,12,4,0,0,0,21,4,-197,0
26550,9,350,94,12,12,13,1,0,1,0,18,6,197,1
28385,9,245,96,17,17,14,3,0,0,0,24,4,1519,1
26866,8.8,338,74,14,11,17,5,0,2,0,21,5,-1519,0
24941,9.2,347,100,10,7,6,4,0,0,0,22,8,1121,0
23820,8.8,357,92,6,11,10,1,0,2,0,23,8,-1121,1
28714,9,302,93,17,16,16,3,0,0,0,24,4,723,0
27991,8.6,326,83,16,15,17,8,0,1,0,20,4,-723,1
28781,9.6,347,98,15,9,3,9,3,0,0,23,6,7666,1
21115,8.4,312,80,3,5,15,2,0,1,0,20,4,-7666,0
22427,8.8,364,87,5,4,9,1,0,1,0,21,6,-4555,0
26982,9.2,392,96,9,11,5,5,1,0,0,25,6,4555,1
25681,8.2,265,58,17,12,21,3,0,0,0,19,8,-3832,0
29513,8.8,321,74,21,21,17,7,1,1,0,27,4,3832,1
25444,8.6,288,68,13,12,16,1,0,0,0,19,2,-890,1
26334,8.4,275,62,16,19,13,5,0,0,0,19,10,890,0
25531,9,366,72,9,10,9,2,0,1,0,26,7,890,1
24641,8.6,362,75,9,6,9,7,0,0,0,26,6,-890,0
25802,8.8,277,68,19,9,15,1,0,1,0,22,4,-1889,1
27691,8.8,323,72,15,13,19,4,0,0,0,22,7,1889,0
25913,9,366,92,9,9,6,5,0,1,0,19,5,1190,1
24723,8.6,388,60,6,8,9,5,1,0,0,21,4,-1190,0
29317,9.2,334,100,19,28,9,3,0,1,0,19,5,4118,1
25199,8.6,370,68,9,9,19,3,0,0,0,21,9,-4118,0
29081,9,315,83,21,26,11,3,0,0,0,21,7,4616,1
24465,8.6,312,81,11,6,21,2,0,1,0,21,5,-4616,0
25013,8.8,339,76,10,10,14,2,0,1,0,20,6,-3661,0
28674,9.2,383,76,14,8,10,5,2,0,0,20,7,3661,1
21937,8.4,287,54,5,11,14,0,0,0,0,18,7,-8532,0
30469,9.4,400,112,14,13,5,7,2,1,0,24,10,8532,1
23419,8.6,327,70,10,7,18,1,0,0,0,24,8,-5987,1
29406,9.2,338,93,18,20,10,6,0,2,0,26,7,5987,0
25255,9,361,72,8,13,11,5,1,1,0,20,6,-1306,1
26561,9,361,78,11,7,8,4,2,1,0,23,9,1306,0
33399,9.8,384,96,21,19,7,9,2,0,0,23,6,11022,1
22377,8.4,337,72,7,4,21,0,0,1,0,23,7,-11022,0
24411,8.8,371,62,10,9,7,3,0,1,0,18,8,315,0
24096,9.2,374,101,7,3,10,2,0,0,0,18,4,-315,1
25974,8.6,355,76,12,13,13,2,0,1,0,25,4,200,1
25774,9,327,88,13,12,12,2,0,1,0,19,8,-200,0
27615,8.8,296,86,16,23,12,3,0,1,0,21,6,2269,0
25346,8.8,318,72,12,20,16,3,0,0,0,21,7,-2269,1
23683,8.8,332,117,8,8,14,1,0,1,0,20,7,-4570,0
28253,9.2,382,90,14,9,8,6,1,0,0,21,5,4570,1
30282,9,270,90,22,21,18,7,1,1,0,18,5,1699,0
28583,9,302,78,18,18,22,2,0,1,0,19,8,-1699,1
29771,8.8,333,86,17,17,11,7,2,2,0,23,7,5779,1
23992,9,333,68,11,7,17,2,0,0,0,19,7,-5779,0
25115,9,353,105,9,13,10,4,0,0,0,20,8,-1466,0
